Uso,Semana,Temporada,Volumen_hm3
1,1,1,774.3396226415094
1,1,2,1653.0397731503153
1,1,3,1599.90272
1,1,4,1647.194340405077
1,1,5,1605.4197036023222
1,2,1,719.9933328759215
1,2,2,1601.4252612783578
1,2,3,1544.9765263763054
1,2,4,1647.194340405077
1,2,5,1590.4374197171512
1,3,1,664.8960528759216
1,3,2,1598.2362565134908
1,3,3,1492.0723567907457
1,3,4,1596.422318023104
1,3,5,1542.6253487920756
1,4,1,601.9277328759216
1,4,2,1539.3921046941664
1,4,3,1429.1040367907458
1,4,4,1533.453998023104
1,4,5,1524.4348907597418
1,5,1,601.9277328759216
1,5,2,1539.3921046941664
1,5,3,1429.1040367907458
1,5,4,1492.8984771413013
1,5,5,1524.4348907597418
1,6,1,571.5912063736793
1,6,2,1539.3921046941664
1,6,3,1429.1040367907458
1,6,4,1457.4141376144555
1,6,5,1485.2855360660917
1,7,1,571.5912063736793
1,7,2,1498.3573990448292
1,7,3,1429.1040367907458
1,7,4,1438.6300603476973
1,7,5,1485.2855360660917
1,8,1,571.5912063736793
1,8,2,1498.3573990448292
1,8,3,1429.1040367907458
1,8,4,1438.6300603476973
1,8,5,1447.3350347815228
1,9,1,571.5912063736793
1,9,2,1495.6420644962118
1,9,3,1429.1040367907458
1,9,4,1407.277637094311
1,9,5,1447.3350347815228
1,10,1,565.7081907190228
1,10,2,1495.6420644962118
1,10,3,1429.1040367907458
1,10,4,1407.277637094311
1,10,5,1447.3350347815228
1,11,1,565.7081907190228
1,11,2,1495.6420644962118
1,11,3,1429.1040367907458
1,11,4,1407.277637094311
1,11,5,1429.082215738696
1,12,1,565.7081907190228
1,12,2,1495.6420644962118
1,12,3,1429.1040367907458
1,12,4,1407.277637094311
1,12,5,1429.082215738696
1,13,1,565.7081907190228
1,13,2,1495.6420644962118
1,13,3,1429.1040367907458
1,13,4,1407.277637094311
1,13,5,1429.082215738696
1,14,1,565.7081907190228
1,14,2,1495.6420644962118
1,14,3,1429.1040367907458
1,14,4,1407.277637094311
1,14,5,1409.2438248445465
1,15,1,565.7081907190228
1,15,2,1482.0007422132733
1,15,3,1429.1040367907458
1,15,4,1407.277637094311
1,15,5,1409.2438248445465
1,16,1,565.7081907190228
1,16,2,1475.3507711088232
1,16,3,1429.1040367907458
1,16,4,1407.277637094311
1,16,5,1409.2438248445465
1,17,1,565.7081907190228
1,17,2,1475.3507711088232
1,17,3,1420.2929356091693
1,17,4,1391.766998206224
1,17,5,1398.208341248564
1,18,1,565.7081907190228
1,18,2,1475.3507711088232
1,18,3,1420.2929356091693
1,18,4,1391.766998206224
1,18,5,1398.208341248564
1,19,1,550.1913709400793
1,19,2,1475.3507711088232
1,19,3,1405.017356652775
1,19,4,1391.766998206224
1,19,5,1398.208341248564
1,20,1,550.1913709400793
1,20,2,1475.3507711088232
1,20,3,1405.017356652775
1,20,4,1367.1650402040052
1,20,5,1398.208341248564
1,21,1,550.1913709400793
1,21,2,1454.423947695336
1,21,3,1370.3518756332005
1,21,4,1347.729041618645
1,21,5,1398.208341248564
1,22,1,515.1717566858829
1,22,2,1434.408060970145
1,22,3,1361.811251158544
1,22,4,1347.729041618645
1,22,5,1360.6309692623133
1,23,1,515.1717566858829
1,23,2,1434.408060970145
1,23,3,1361.811251158544
1,23,4,1342.6466080481625
1,23,5,1360.6309692623133
1,24,1,515.1717566858829
1,24,2,1434.408060970145
1,24,3,1333.5202315791014
1,24,4,1342.6466080481625
1,24,5,1325.3412328384302
1,25,1,507.01337526582756
1,25,2,1425.2344730093141
1,25,3,1310.5195663641737
1,25,4,1342.6466080481625
1,25,5,1325.3412328384302
1,26,1,507.01337526582756
1,26,2,1425.2344730093141
1,26,3,1310.5195663641737
1,26,4,1302.9588985956875
1,26,5,1316.4703346874114
1,27,1,507.01337526582756
1,27,2,1388.0518898861174
1,27,3,1277.59873982949
1,27,4,1275.402797991461
1,27,5,1295.575773325849
1,28,1,507.01337526582756
1,28,2,1388.0518898861174
1,28,3,1277.59873982949
1,28,4,1275.402797991461
1,28,5,1295.575773325849
1,29,1,507.01337526582756
1,29,2,1388.0518898861174
1,29,3,1275.2488007107747
1,29,4,1269.1206030792694
1,29,5,1295.575773325849
1,30,1,474.45020432906904
1,30,2,1344.361903793072
1,30,3,1254.9502475323782
1,30,4,1238.2114387807874
1,30,5,1271.6742149439528
1,31,1,474.45020432906904
1,31,2,1344.361903793072
1,31,3,1254.9502475323782
1,31,4,1209.9191338456862
1,31,5,1245.2557135544712
1,32,1,474.45020432906904
1,32,2,1339.5362901762285
1,32,3,1254.9502475323782
1,32,4,1209.9191338456862
1,32,5,1199.7904199934146
1,33,1,474.45020432906904
1,33,2,1294.1840762921868
1,33,3,1236.160115112965
1,33,4,1188.8661391743403
1,33,5,1199.7904199934146
1,34,1,459.6414867194202
1,34,2,1255.403057337726
1,34,3,1189.983256938191
1,34,4,1188.8661391743403
1,34,5,1171.4485487748273
1,35,1,408.909440953785
1,35,2,1207.003611347673
1,35,3,1146.0636889336874
1,35,4,1171.1895921693933
1,35,5,1122.4096653192257
1,36,1,388.55001623480894
1,36,2,1159.8986312177592
1,36,3,1100.1474940464082
1,36,4,1121.6666197979487
1,36,5,1108.8822375894176
1,37,1,388.55001623480894
1,37,2,1123.5296747241218
1,37,3,1058.277153707243
1,37,4,1066.5693397979487
1,37,5,1054.180988043913
1,38,1,334.0968054363585
1,38,2,1060.5613547241219
1,38,3,1014.0018188235119
1,38,4,1025.4237534379981
1,38,5,1002.955773991972
1,39,1,275.13632172070106
1,39,2,998.8601696971831
1,39,3,963.1094371915641
1,39,4,964.6232185051368
1,39,5,940.3258358328717
1,40,1,217.6481119677086
1,40,2,961.673830512832
1,40,3,902.4684785222728
1,40,4,905.4731629599909
1,40,5,940.3258358328717
1,41,1,171.60759329332575
1,41,2,906.8016296587364
1,41,3,847.3711985222728
1,41,4,904.3171651223879
1,41,5,891.1754594308251
1,42,1,171.60759329332575
1,42,2,851.7043496587364
1,42,3,792.5321299091142
1,42,4,849.7704212554856
1,42,5,839.45694931944
1,43,1,145.92419587071015
1,43,2,796.6070696587365
1,43,3,761.0243848889706
1,43,4,794.6731412554857
1,43,5,784.3596693194401
1,44,1,90.82691587071014
1,44,2,741.5097896587365
1,44,3,705.9271048889707
1,44,4,739.5758612554857
1,44,5,729.2623893194401
1,45,1,90.82691587071014
1,45,2,686.4125096587366
1,45,3,657.4357858773747
1,45,4,684.4785812554858
1,45,5,713.956936901687
1,46,1,31.0263649003221
1,46,2,630.044515189604
1,46,3,657.4357858773747
1,46,4,621.9623820984079
1,46,5,682.5245047879371
1,47,1,0.0
1,47,2,567.076195189604
1,47,3,594.4674658773747
1,47,4,597.815544448498
1,47,5,650.8188606836574
1,48,1,0.0
1,48,2,504.10787518960404
1,48,3,531.4991458773748
1,48,4,539.987865041219
1,48,5,630.1309063953908
2,1,1,362.63856905660367
2,1,2,1200.0
2,1,3,1200.0
2,1,4,1200.0
2,1,5,1200.0
2,2,1,362.63856905660367
